,popularity,top_casts_popularity_avg,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
882,8.796,6.4554,51.264,25.651,27000000.0,14859394.0,142,0
883,3.701,1.893,21.217,11.978,1400000.0,3900000.0,26,0
884,27.432,10.914,106.847,325.4099999999999,130000000.0,61648500.0,2739,0
885,20.549,6.560600000000001,83.40099999999998,59.88999999999999,600000.0,15000000.0,2646,1
886,9.087,2.503,13.115,3.915,3000000.0,15369573.0,53,0
887,15.731,8.9846,101.42,17.579,12000000.0,46044400.0,328,0
888,5.238,3.339,45.047,18.525,7500000.0,796368.0,22,0
889,38.76300000000001,7.6111999999999975,88.08899999999998,115.78699999999996,93000000.0,482860185.0,9111,1
890,20.114,9.8212,81.29299999999998,117.11999999999998,32000000.0,18409891.0,1376,0
891,24.68,2.7908,36.191,15.500999999999998,20000000.0,17399000.0,433,0
892,3.898,1.7884,25.497,11.053999999999998,11000000.0,5380142.0,31,0
893,20.481,10.2864,73.56199999999998,24.72000000000001,31000000.0,177394432.0,1542,1
894,12.084,4.3912,54.88399999999999,33.78,2000000.0,18016290.0,624,0
895,4.945,1.97,12.726,17.312,13100000.0,4100000.0,37,0
896,7.97,2.1008,15.975,31.932,24000000.0,21049053.0,155,0
897,26.183000000000003,15.7056,128.14399999999998,76.85799999999998,65000000.0,162091208.0,4085,1
898,9.206,4.2298,49.094,20.320000000000007,12000000.0,7900000.0,215,1
899,12.275,5.606800000000002,52.893,18.272000000000006,22000000.0,42313354.0,284,0
900,35.48699999999999,8.991,117.546,33.444,17000000.0,66316289.0,4872,1
901,39.886,2.3402000000000003,17.61,5.369999999999999,39307171.0,37070177.0,181,1
902,4.941,2.7754000000000003,16.107,4.522,1300000.0,1550000.0,3,0
903,6.782,1.5776,18.886,13.988,3950000.0,8000000.0,43,0
904,8.881,2.8808,37.086,39.00600000000001,3000000.0,4000000.0,207,1
905,8.353,6.3738,31.869,11.523999999999996,1000000.0,2057193.0,62,0
906,5.744,2.6366,19.871,19.457000000000004,14000000.0,25000000.0,57,0
907,12.662,8.1466,70.73299999999998,21.366000000000003,8000000.0,2131057.0,293,0
