,popularity,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
321,17.69,144.80599999999995,143.49200000000005,100000000.0,202026112.0,1703,0
322,9.947,35.45400000000001,7.1999999999999975,6000000.0,14348529.0,503,0
323,22.721,91.047,17.818000000000005,20000000.0,33889159.0,2163,0
324,12.470999999999998,34.081,8.259,20000000.0,4634062.0,375,0
325,35.653,176.01100000000002,121.83399999999996,30000000.0,59284015.0,2731,0
326,19.229,148.684,62.64399999999999,12000000.0,15008161.0,1430,0
327,20.645,79.95299999999997,51.246,35000000.0,27107960.0,600,0
328,10.657,123.393,37.413000000000004,17000000.0,7314027.0,221,0
329,15.669,108.859,112.28299999999999,40000000.0,262500000.0,2119,0
330,18.895,137.748,86.47399999999998,70000000.0,195735876.0,2071,0
331,5.5139999999999985,32.534,13.11,550000.0,5269990.0,12,0
332,4.158,71.40599999999998,19.576000000000004,1452000.0,2713000.0,19,0
333,11.504,67.19999999999999,33.259,54000000.0,7266209.0,313,0
334,8.33,27.589,34.978,2500000.0,1500000.0,83,0
335,22.809,104.61099999999998,143.766,32000000.0,79082515.0,2144,0
336,2.075,10.709,3.045,1400000.0,8300000.0,11,0
337,8.082,36.258,8.593999999999998,10000000.0,1261210.0,39,0
338,5.151,46.74399999999999,8.068,5000000.0,807947.0,16,0
339,2.775,8.641,4.58,2600000.0,568864.0,8,0
340,10.695,43.24,20.292,850000.0,1243961.0,220,0
341,12.975,42.471000000000004,17.230000000000004,6500000.0,12376563.0,417,0
342,11.823,69.301,16.32,40000000.0,25804707.0,337,0
343,10.671,57.38500000000001,42.45700000000001,26000000.0,1094668.0,90,0
344,14.708,35.606,26.33900000000001,25000000.0,15843608.0,261,0
345,21.7,116.752,92.484,50000000.0,55181129.0,990,0
346,37.075,42.053000000000004,4.593,30000000.0,18010317.0,800,0
347,7.452000000000001,35.741,22.881000000000004,12000000.0,1263279.0,60,0
348,25.884,104.853,50.42999999999999,44000000.0,12342632.0,4507,0
349,17.396,162.55999999999997,116.86,36000000.0,86157237.0,1463,0
350,8.527999999999999,30.978,1.3980000000000001,13000000.0,2570145.0,38,0
351,1.999,64.68699999999998,4.02,510000.0,2700000.0,8,0
352,12.607,62.824,123.06700000000001,80000000.0,37020277.0,1123,0
353,1.7009999999999998,2.78,2.18,230000.0,654000.0,0,0
354,32.236999999999995,109.67399999999999,44.325,145000000.0,403449830.0,3360,0
355,12.055,63.085,36.962,3000000.0,3221568.0,213,0
356,11.868,91.526,37.945,24000000.0,88545092.0,795,0
357,16.064,76.59099999999998,11.896999999999998,40000000.0,144056873.0,3233,0
358,10.946,48.356,6.769,25000000.0,9873044.0,307,0
359,12.265999999999998,139.116,24.919,60000000.0,31720158.0,570,0
360,30.319000000000006,162.43200000000004,137.45600000000002,65000000.0,235666219.0,4868,0
361,12.345,126.08299999999998,23.123000000000008,55000000.0,9450897.0,200,0
362,94.984,118.213,75.44699999999997,100000000.0,83672673.0,3323,0
363,18.069000000000006,91.835,21.270000000000003,35000000.0,85416905.0,1480,0
364,11.993,85.92200000000003,27.41500000000001,20000000.0,7563728.0,834,0
365,24.488000000000003,134.95600000000005,38.423,125000000.0,198802074.0,4284,0
366,14.08,119.337,76.36099999999998,5000000.0,2333684.0,317,0
367,8.796,51.264,25.651,27000000.0,14859394.0,142,0
368,3.701,21.217,11.978,1400000.0,3900000.0,26,0
369,15.731,101.42,17.579,12000000.0,46044400.0,328,0
370,20.114,81.29299999999998,117.11999999999998,32000000.0,18409891.0,1376,0
371,24.68,36.191,15.500999999999998,20000000.0,17399000.0,433,0
372,12.084,54.88399999999999,33.78,2000000.0,18016290.0,624,0
373,4.945,12.726,17.312,13100000.0,4100000.0,37,0
374,7.97,15.975,31.932,24000000.0,21049053.0,155,0
375,4.941,16.107,4.522,1300000.0,1550000.0,3,0
376,12.662,70.73299999999998,21.366000000000003,8000000.0,2131057.0,293,0
377,7.074,9.563,4.256,500000.0,500000.0,9,0
378,15.722,19.809,11.172,19000000.0,40996665.0,421,0
379,5.809,52.775,6.662000000000001,18000000.0,1528163.0,9,0
380,15.469,80.744,10.894999999999998,50000000.0,171269535.0,1615,0
381,3.108,20.288,5.4079999999999995,500000.0,500000.0,12,0
382,2.436,18.096,28.12,7500000.0,2000000.0,12,0
383,23.555,64.817,86.33199999999997,50000000.0,41037742.0,3675,0
384,8.732000000000001,57.32600000000001,22.341000000000005,4000000.0,9800000.0,309,0
385,8.977,34.103,5.4700000000000015,9000000.0,34573780.0,86,0
386,11.55,43.27100000000001,4.505,6500000.0,1548955.0,107,0
387,70.36,188.65000000000003,210.771,250000000.0,392952373.0,6189,0
388,9.073,67.703,29.50800000000001,15000000.0,12308521.0,48,0
389,10.374,38.768,20.192,6000000.0,12500000.0,152,0
390,23.842,113.20499999999998,62.376999999999995,140000000.0,431971116.0,2500,0
391,13.057,40.576,44.474,40000000.0,31670620.0,427,0
392,13.162,55.337,6.789999999999999,14000000.0,13127022.0,174,0
393,18.62,36.578,37.13800000000001,5000000.0,1862805.0,401,0
394,9.769,42.392,9.134,1065000.0,2491460.0,202,0
395,0.6,3.012,2.659,291367.0,901937.0,0,0
396,1.334,11.594,10.686,2800000.0,1782801.0,6,0
397,1.89,4.512,2.4,500000.0,2000000.0,3,0
398,28.654,136.77700000000002,42.42,130000000.0,371876278.0,4519,0
399,28.958,17.516000000000002,27.896000000000004,8500000.0,8936663.0,423,0
400,15.486,209.978,72.32899999999995,70000000.0,176104344.0,1227,0
401,12.46,87.29299999999998,124.70499999999996,50000000.0,30303072.0,1037,0
402,26.207,32.591,53.16,21000000.0,30718107.0,1011,0
403,19.167,103.844,29.997,85000000.0,149044513.0,1748,0
404,18.1,45.79899999999999,87.70399999999997,29000000.0,50041732.0,721,0
405,40.911,140.94799999999995,261.91099999999994,135000000.0,245724603.0,4659,0
406,14.923,100.96499999999996,128.26399999999998,8000000.0,592565.0,121,0
407,14.686,66.60399999999998,14.927,15000000.0,39100956.0,177,0
408,6.864,61.540000000000006,21.184,1884000.0,1883811.0,39,0
409,12.639,38.333,49.14,10000000.0,1415804.0,201,0
410,12.927,51.255,26.261999999999997,35000000.0,36236710.0,439,0
411,10.211,48.555,53.49,9804690.0,2341534.0,1349,0
